scenario,nameOM,nameMP,keyVar,plotOrder,species,simYears,harvContRule,benchmark,canER,finalCanER,ERStartYear,EREndYear,usER,propMixHigh,HCRmetric,singleHCR,moveTAC,prodRegime,prodPpnChange,prodTrendLength,prodStartYear,prodEndYear,prodRegimeLen,ampSinProd,sinCycleLen,capRegime,capPpnChange,capTrendLength,capStartYear,capEndYear,capRegimeLen,sigRegime,sigShiftYear,rho,arSigTransform,biasCor,correlCU,corrMat,sampCU_coef1,tauCatch,obsSig,mixOUSig,singOUSig,obsMixCatchSig,obsSingCatchSig,obsAgeErr,lowCatchThresh,highCatchThresh,extinctThresh,adjustSig,adjustAge,adjustForecast,agePpnConst,rCap,assessType,assessFreq,bmERAdj,redStatusER,amberStatusER,normPeriod,infBetaPrior,fERAdj,HCRtype,arSimpleAssess,rampER
incLinearcap2x_10yr_autocorr_HCR1_retro,incLinearcap2x,10yr_autocorr_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,linear,1,40,20,50,NA,NA,NA,linear,2,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,autocorr,10,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
incLinearcap2x_5yr_autocorr_HCR1_retro,incLinearcap2x,5yr_autocorr_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,linear,1,40,20,50,NA,NA,NA,linear,2,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,autocorr,5,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
incLinearcap2x_1yr_autocorr_HCR1_retro,incLinearcap2x,1yr_autocorr_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,linear,1,40,20,50,NA,NA,NA,linear,2,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,autocorr,1,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
incLinearcap2x_10yr_rwa_HCR1_retro,incLinearcap2x,10yr_rwa_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,linear,1,40,20,50,NA,NA,NA,linear,2,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,rwa,10,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
incLinearcap2x_5yr_rwa_HCR1_retro,incLinearcap2x,5yr_rwa_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,linear,1,40,20,50,NA,NA,NA,linear,2,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,rwa,5,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
incLinearcap2x_1yr_rwa_HCR1_retro,incLinearcap2x,1yr_rwa_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,linear,1,40,20,50,NA,NA,NA,linear,2,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,rwa,1,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
incLinearcap2x_10yr_both_HCR1_retro,incLinearcap2x,10yr_both_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,linear,1,40,20,50,NA,NA,NA,linear,2,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both,10,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
incLinearcap2x_5yr_both_HCR1_retro,incLinearcap2x,5yr_both_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,linear,1,40,20,50,NA,NA,NA,linear,2,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both,5,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
incLinearcap2x_1yr_both_HCR1_retro,incLinearcap2x,1yr_both_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,linear,1,40,20,50,NA,NA,NA,linear,2,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both,1,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
incLinearcap2x_10yr_both_tv_u_smsy_HCR1_retro,incLinearcap2x,10yr_both_tv_u_smsy_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,linear,1,40,20,50,NA,NA,NA,linear,2,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both_tv_u_smsy,10,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
incLinearcap2x_5yr_both_tv_u_smsy_HCR1_retro,incLinearcap2x,5yr_both_tv_u_smsy_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,linear,1,40,20,50,NA,NA,NA,linear,2,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both_tv_u_smsy,5,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
incLinearcap2x_1yr_both_tv_u_smsy_HCR1_retro,incLinearcap2x,1yr_both_tv_u_smsy_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,linear,1,40,20,50,NA,NA,NA,linear,2,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both_tv_u_smsy,1,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.5x_10yr_autocorr_HCR1_retro,regProd0.5x,10yr_autocorr_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.5,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,autocorr,10,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.5x_5yr_autocorr_HCR1_retro,regProd0.5x,5yr_autocorr_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.5,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,autocorr,5,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.5x_1yr_autocorr_HCR1_retro,regProd0.5x,1yr_autocorr_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.5,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,autocorr,1,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.5x_10yr_rwa_HCR1_retro,regProd0.5x,10yr_rwa_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.5,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,rwa,10,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.5x_5yr_rwa_HCR1_retro,regProd0.5x,5yr_rwa_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.5,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,rwa,5,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.5x_1yr_rwa_HCR1_retro,regProd0.5x,1yr_rwa_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.5,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,rwa,1,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.5x_10yr_both_HCR1_retro,regProd0.5x,10yr_both_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.5,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both,10,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.5x_5yr_both_HCR1_retro,regProd0.5x,5yr_both_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.5,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both,5,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.5x_1yr_both_HCR1_retro,regProd0.5x,1yr_both_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.5,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both,1,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.5x_10yr_both_tv_u_smsy_HCR1_retro,regProd0.5x,10yr_both_tv_u_smsy_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.5,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both_tv_u_smsy,10,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.5x_5yr_both_tv_u_smsy_HCR1_retro,regProd0.5x,5yr_both_tv_u_smsy_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.5,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both_tv_u_smsy,5,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.5x_1yr_both_tv_u_smsy_HCR1_retro,regProd0.5x,1yr_both_tv_u_smsy_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.5,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both_tv_u_smsy,1,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.25x_10yr_autocorr_HCR1_retro,regProd0.25x,10yr_autocorr_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.25,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,autocorr,10,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.25x_5yr_autocorr_HCR1_retro,regProd0.25x,5yr_autocorr_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.25,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,autocorr,5,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.25x_1yr_autocorr_HCR1_retro,regProd0.25x,1yr_autocorr_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.25,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,autocorr,1,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.25x_10yr_rwa_HCR1_retro,regProd0.25x,10yr_rwa_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.25,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,rwa,10,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.25x_5yr_rwa_HCR1_retro,regProd0.25x,5yr_rwa_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.25,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,rwa,5,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.25x_1yr_rwa_HCR1_retro,regProd0.25x,1yr_rwa_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.25,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,rwa,1,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.25x_10yr_both_HCR1_retro,regProd0.25x,10yr_both_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.25,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both,10,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.25x_5yr_both_HCR1_retro,regProd0.25x,5yr_both_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.25,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both,5,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.25x_1yr_both_HCR1_retro,regProd0.25x,1yr_both_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.25,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both,1,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.25x_10yr_both_tv_u_smsy_HCR1_retro,regProd0.25x,10yr_both_tv_u_smsy_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.25,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both_tv_u_smsy,10,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.25x_5yr_both_tv_u_smsy_HCR1_retro,regProd0.25x,5yr_both_tv_u_smsy_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.25,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both_tv_u_smsy,5,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regProd0.25x_1yr_both_tv_u_smsy_HCR1_retro,regProd0.25x,1yr_both_tv_u_smsy_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,0.25,NA,NA,NA,15,NA,NA,linear,1,40,10,30,NA,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both_tv_u_smsy,1,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regCap0.25x_10yr_autocorr_HCR1_retro,regCap0.25x,10yr_autocorr_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,1,NA,NA,NA,NA,NA,NA,regime,0.25,NA,NA,NA,15,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,autocorr,10,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regCap0.25x_5yr_autocorr_HCR1_retro,regCap0.25x,5yr_autocorr_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,1,NA,NA,NA,NA,NA,NA,regime,0.25,NA,NA,NA,15,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,autocorr,5,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regCap0.25x_1yr_autocorr_HCR1_retro,regCap0.25x,1yr_autocorr_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,1,NA,NA,NA,NA,NA,NA,regime,0.25,NA,NA,NA,15,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,autocorr,1,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regCap0.25x_10yr_rwa_HCR1_retro,regCap0.25x,10yr_rwa_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,1,NA,NA,NA,NA,NA,NA,regime,0.25,NA,NA,NA,15,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,rwa,10,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regCap0.25x_5yr_rwa_HCR1_retro,regCap0.25x,5yr_rwa_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,1,NA,NA,NA,NA,NA,NA,regime,0.25,NA,NA,NA,15,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,rwa,5,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regCap0.25x_1yr_rwa_HCR1_retro,regCap0.25x,1yr_rwa_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,1,NA,NA,NA,NA,NA,NA,regime,0.25,NA,NA,NA,15,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,rwa,1,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regCap0.25x_10yr_both_HCR1_retro,regCap0.25x,10yr_both_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,1,NA,NA,NA,NA,NA,NA,regime,0.25,NA,NA,NA,15,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both,10,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regCap0.25x_5yr_both_HCR1_retro,regCap0.25x,5yr_both_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,1,NA,NA,NA,NA,NA,NA,regime,0.25,NA,NA,NA,15,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both,5,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regCap0.25x_1yr_both_HCR1_retro,regCap0.25x,1yr_both_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,1,NA,NA,NA,NA,NA,NA,regime,0.25,NA,NA,NA,15,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both,1,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regCap0.25x_10yr_both_tv_u_smsy_HCR1_retro,regCap0.25x,10yr_both_tv_u_smsy_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,1,NA,NA,NA,NA,NA,NA,regime,0.25,NA,NA,NA,15,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both_tv_u_smsy,10,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regCap0.25x_5yr_both_tv_u_smsy_HCR1_retro,regCap0.25x,5yr_both_tv_u_smsy_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,1,NA,NA,NA,NA,NA,NA,regime,0.25,NA,NA,NA,15,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both_tv_u_smsy,5,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
regCap0.25x_1yr_both_tv_u_smsy_HCR1_retro,regCap0.25x,1yr_both_tv_u_smsy_HCR1_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,regime,1,NA,NA,NA,NA,NA,NA,regime,0.25,NA,NA,NA,15,stable,NA,0,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,both_tv_u_smsy,1,0.5,0.1,0.1,FALSE,TRUE,1,both,TRUE,FALSE
stationary0.4AR1_10yr_autocorr_HCR2_retro,stationary0.4AR1,10yr_autocorr_HCR2_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,linear,1,40,20,50,NA,NA,NA,linear,1,40,10,30,NA,stable,NA,0.4,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,autocorr,10,0.5,0.1,NA,FALSE,TRUE,1,both,TRUE,TRUE
stationary0.4AR1_5yr_autocorr_HCR2_retro,stationary0.4AR1,5yr_autocorr_HCR2_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,linear,1,40,20,50,NA,NA,NA,linear,1,40,10,30,NA,stable,NA,0.4,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,autocorr,5,0.5,0.1,NA,FALSE,TRUE,1,both,TRUE,TRUE
stationary0.4AR1_1yr_autocorr_HCR2_retro,stationary0.4AR1,1yr_autocorr_HCR2_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,linear,1,40,20,50,NA,NA,NA,linear,1,40,10,30,NA,stable,NA,0.4,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,autocorr,1,0.5,0.1,NA,FALSE,TRUE,1,both,TRUE,TRUE
stationary0.4AR1_10yr_rwa_HCR2_retro,stationary0.4AR1,10yr_rwa_HCR2_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,linear,1,40,20,50,NA,NA,NA,linear,1,40,10,30,NA,stable,NA,0.4,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,rwa,10,0.5,0.1,NA,FALSE,TRUE,1,both,TRUE,TRUE
stationary0.4AR1_5yr_rwa_HCR2_retro,stationary0.4AR1,5yr_rwa_HCR2_retro,prodRegime,1,chinook,70,trendER,stockRecruit,0.75,0.75,1,70,0,1,retro,FALSE,FALSE,linear,1,40,20,50,NA,NA,NA,linear,1,40,10,30,NA,stable,NA,0.4,FALSE,FALSE,0,FALSE,FALSE,0,0.1,0,0,0,0,0,0,NA,1e-04,1,1,1,TRUE,3,rwa,5,0.5,0.1,NA,FALSE,TRUE,1,both,TRUE,TRUE
